text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
https://t.co/CoKBFSs1ku,https://t.co/cokbfss1ku,https://t.co/CoKBFSs1ku,https://t.co/cokbfss1ku,PROPN,False,False
RT,rt,RT,rt,PROPN,True,False
@libe,@libe,@libe,@libe,PROPN,False,False
:,:,:,:,PUNCT,False,False
Stand,stand,Stand,stand,PROPN,True,False
-,-,-,-,PUNCT,False,False
up,up,up,up,NOUN,True,False
:,:,:,:,PUNCT,False,False
Yacine,yacine,Yacine,yacine,PROPN,True,False
Belhousse,belhousse,belhousse,belhousse,NOUN,True,False
",",",",",",",",PUNCT,False,False
fantaisiste,fantaisiste,fantaisiste,fantaisiste,NOUN,True,False
chevronné,chevronné,chevronné,chevronné,ADJ,True,False
https://t.co/IIyl1W7qKj,https://t.co/iiyl1w7qkj,https://t.co/iiyl1w7qkj,https://t.co/iiyl1w7qkj,DET,False,False
https://t.co/OARcmXaLRH,https://t.co/oarcmxalrh,https://t.co/oarcmxalrh,https://t.co/oarcmxalrh,NOUN,False,False
@Maxilol236,@maxilol236,@maxilol236,@maxilol236,ADJ,False,False
C’,c’,c’,c’,NOUN,False,True
est,est,être,être,AUX,True,True
bon,bon,bon,bon,ADJ,True,False
j’,j’,j’,j’,PROPN,False,True
ai,ai,avoir,avoir,AUX,True,True
trouvé,trouvé,trouver,trouver,VERB,True,False
ma,ma,mon,mon,DET,True,True
promo,promo,promo,promo,NOUN,True,False
https://t.co/PUUDybRwme,https://t.co/puudybrwme,https://t.co/puudybrwm,https://t.co/puudybrwm,ADJ,False,False
RT,rt,RT,rt,PROPN,True,False
@MisterVonline,@mistervonline,@mistervonline,@mistervonline,NOUN,False,False
:,:,:,:,PUNCT,False,False
Olalalala,olalalala,Olalalala,olalalala,PROPN,True,False
j’,j’,j’,j’,PROPN,False,True
vais,vais,aller,aller,VERB,True,True
tellement,tellement,tellement,tellement,ADV,True,True
vous,vous,vous,vous,PRON,True,True
sauter,sauter,sauter,sauter,VERB,True,False
dessus,dessus,dessus,dessus,ADV,True,True
(,(,(,(,PUNCT,False,False
le,le,le,le,DET,True,True
premier,premier,premier,premier,ADJ,True,True
qui,qui,qui,qui,PRON,True,True
me,me,me,me,PRON,True,True
touche,touche,touche,touche,VERB,True,False
le,le,le,le,DET,True,True
cul,cul,cul,cul,PROPN,True,False
on,on,on,on,PRON,True,True
le,le,le,le,DET,True,True
goume,goume,goume,goume,NOUN,True,False
),),),),PUNCT,False,False
.,.,.,.,PUNCT,False,False
Prends,prends,Prends,prends,X,True,False
tes,tes,ton,ton,DET,True,True
places,places,place,place,NOUN,True,False
en,en,en,en,ADP,True,True
sah,sah,sah,sah,NOUN,True,False
bo,bo,bo,bo,NOUN,True,False
…,…,…,…,PROPN,False,False
@GGLambertN,@gglambertn,@gglambertn,@gglambertn,VERB,False,False
@xSqueeZie,@xsqueezie,@xsqueezie,@xsqueezie,ADP,False,False
Crâneur,crâneur,crâneur,crâneur,ADJ,True,False
.,.,.,.,PUNCT,False,False
Lundi,lundi,lundi,lundi,NOUN,True,False
à,à,à,à,ADP,True,True
20h30,20h30,20h30,20h30,NUM,False,False
on,on,on,on,PRON,True,True
reprend,reprend,reprendre,reprendre,VERB,True,False
l’,l’,l’,l’,ADJ,False,True
émission,émission,émission,émission,NOUN,True,False
«,«,«,«,PUNCT,False,False
 , ,  ,  ,SPACE,False,False
301,301,301,301,NUM,False,False
vues,vues,vue,vue,NOUN,True,False
 , ,  ,  ,SPACE,False,False
»,»,»,»,PRON,False,False
sur,sur,sur,sur,ADP,True,True
@LeStreamFR,@lestreamfr,@lestreamfr,@lestreamfr,NOUN,False,False
!,!,!,!,PUNCT,False,False
J’,j’,j’,j’,NOUN,False,True
invite,invite,invit,invit,ADJ,True,False
@DrNozman,@drnozman,@drnozman,@drnozman,ADP,False,False
alors,alors,alors,alors,ADV,True,True
si,si,si,si,SCONJ,True,True
vous,vous,vous,vous,PRON,True,True
avez,avez,avoir,avoir,VERB,True,False
des,des,un,un,DET,True,True
questi,questi,questi,questi,NOUN,True,False
…,…,…,…,ADJ,False,False
https://t.co/HMCDmr4UDV,https://t.co/hmcdmr4udv,https://t.co/hmcdmr4udv,https://t.co/hmcdmr4udv,NOUN,False,False
@stainisthename,@stainisthename,@stainisthename,@stainisthename,CCONJ,False,False
@Emairton,@emairton,@Emairton,@emairton,PROPN,False,False
Ok,ok,ok,ok,ADP,True,False
merci,merci,merci,merci,NOUN,True,True
!,!,!,!,PUNCT,False,False
@EmotyArt,@emotyart,@emotyart,@emotyart,ADP,False,False
😂,😂,😂,😂,NOUN,False,False
trop,trop,trop,trop,ADV,True,True
bien,bien,bien,bien,ADV,True,True
@pvnova,@pvnova,@pvnover,@pvnover,VERB,False,False
Ça,ça,cela,cela,PRON,True,True
va,va,aller,aller,VERB,True,True
être,être,être,être,AUX,True,True
stylé,stylé,stylé,stylé,PROPN,True,False
",",",",",",",",PUNCT,False,False
bon,bon,bon,bon,ADJ,True,False
tournage,tournage,tournage,tournage,NOUN,True,False
!,!,!,!,PUNCT,False,False
RT,rt,RT,rt,PROPN,True,False
@HandDrew4,@handdrew4,@handdrew4,@handdrew4,PUNCT,False,False
:,:,:,:,PUNCT,False,False
@MonsieurDream,@monsieurdream,@MonsieurDream,@monsieurdream,PROPN,False,False
omg,omg,omg,omg,AUX,True,False
comment,comment,comment,comment,ADV,True,True
tu,tu,tu,tu,PRON,True,True
as,as,as,as,PROPN,True,True
géré,géré,gérer,gérer,VERB,True,False
😂,😂,😂,😂,ADP,False,False
Désolé,désolé,Désolé,désolé,PROPN,True,False
@xSqueeZie,@xsqueezie,@xSqueeZie,@xsqueezie,PROPN,False,False
mais,mais,mais,mais,CCONJ,True,True
j',j',je,je,PRON,False,True
ai,ai,avoir,avoir,AUX,True,True
fais,fais,faire,faire,VERB,True,True
mon,mon,mon,mon,DET,True,True
choix,choix,choix,choix,NOUN,True,False
#,#,#,#,ADJ,False,False
CyprienFirst,cyprienfirst,CyprienFirst,cyprienfirst,PROPN,True,False
https://t.co/wowH35tTxp,https://t.co/wowh35ttxp,https://t.co/wowH35tTxp,https://t.co/wowh35ttxp,X,False,False
RT,rt,RT,rt,PROPN,True,False
@F_Descraques,@f_descraques,@f_descraque,@f_descraque,ADJ,False,False
:,:,:,:,PUNCT,False,False
Souvenirs,souvenirs,souvenir,souvenir,NOUN,True,False
du,du,de,de,DET,True,True
#,#,#,#,ADJ,False,False
TelethonGaming,telethongaming,TelethonGaming,telethongaming,X,True,False
où,où,où,où,PRON,True,True
j’,j’,j’,j’,PROPN,False,True
ai,ai,avoir,avoir,VERB,True,True
perdu,perdu,perdu,perdu,NOUN,True,False
à,à,à,à,ADP,True,True
Mario,mario,Mario,mario,PROPN,True,False
Kart,kart,Kart,kart,PROPN,True,False
",",",",",",",",PUNCT,False,False
au,au,au,au,X,True,True
quizz,quizz,quizz,quizz,PROPN,True,False
Ciné,ciné,Ciné,ciné,PROPN,True,False
de,de,de,de,ADP,True,True
@TalesFromClick,@talesfromclick,@TalesFromClick,@talesfromclick,PROPN,False,False
et,et,et,et,CCONJ,True,True
au,au,au,au,PROPN,True,True
Loup,loup,Loup,loup,PROPN,True,False
-,-,-,-,PUNCT,False,False
Garou,garou,garou,garou,NOUN,True,False
de,de,de,de,ADP,True,True
@LucienMain,@lucienmain,@lucienmain,@lucienmain,PUNCT,False,False
…,…,…,…,PROPN,False,False
RT,rt,RT,rt,PROPN,True,False
@Kekeflipnote,@kekeflipnote,@Kekeflipnote,@kekeflipnote,PROPN,False,False
:,:,:,:,PUNCT,False,False
🐱,🐱,🐱,🐱,NOUN,False,False
"
","
","
","
",SPACE,False,False
🦵,🦵,🦵,🦵,VERB,False,False
🦵,🦵,🦵,🦵,ADJ,False,False
https://t.co/BrRMfcbbg4,https://t.co/brrmfcbbg4,https://t.co/BrRMfcbbg4,https://t.co/brrmfcbbg4,PROPN,False,False
Veux,veux,Veux,veux,PROPN,True,False
-,-,-,-,PUNCT,False,False
tu,tu,tu,tu,PRON,True,True
activer,activer,activer,activer,VERB,True,False
ma,ma,mon,mon,DET,True,True
cloche,cloche,cloche,cloche,NOUN,True,False
@xSqueeZie,@xsqueezie,@xSqueeZie,@xsqueezie,PROPN,False,False
?,?,?,?,PUNCT,False,False
"
","
","
","
",SPACE,False,False
https://t.co/HqciJtfz7o,https://t.co/hqcijtfz7o,https://t.co/hqcijtfz7o,https://t.co/hqcijtfz7o,PRON,False,False
Quand,quand,quand,quand,SCONJ,True,True
je,je,je,je,PRON,True,True
me,me,me,me,PRON,True,True
suis,suis,être,être,AUX,True,True
fait,fait,faire,faire,VERB,True,True
défoncer,défoncer,défoncer,défoncer,VERB,True,False
par,par,par,par,ADP,True,True
la,la,le,le,DET,True,True
mère,mère,mère,mère,NOUN,True,False
d',d',de,de,ADP,False,True
une,une,un,un,DET,True,True
abonnée,abonnée,abonné,abonné,NOUN,True,False
...,...,...,...,PUNCT,False,False
"
","
","
","
",SPACE,False,False
https://t.co/C1PaDa0oGi,https://t.co/c1pada0ogi,https://t.co/C1PaDa0oGi,https://t.co/c1pada0ogi,PROPN,False,False
@xSqueeZie,@xsqueezie,@xsqueezie,@xsqueezie,NOUN,False,False
Tu,tu,tu,tu,PRON,True,True
enlèves,enlèves,enlèves,enlèves,PROPN,True,False
les,les,le,le,DET,True,True
emoji,emoji,emoji,emoji,NOUN,True,False
et,et,et,et,CCONJ,True,True
ça,ça,cela,cela,PRON,True,True
fait,fait,faire,faire,VERB,True,True
un,un,un,un,DET,True,True
message,message,message,message,NOUN,True,False
plutôt,plutôt,plutôt,plutôt,ADV,True,True
vénèr,vénèr,vénèr,vénèr,ADJ,True,False
.,.,.,.,PUNCT,False,False
Je,je,je,je,PRON,True,True
cherche,cherche,cherche,cherche,VERB,True,False
un,un,un,un,PRON,True,True
/,/,sur,sur,ADP,False,False
e,e,e,e,NOUN,True,False
dessinateur,dessinateur,dessinateur,dessinateur,NOUN,True,False
/,/,/,/,CCONJ,False,False
trice,trice,trice,trice,NOUN,True,False
pour,pour,pour,pour,ADP,True,True
dessiner,dessiner,dessiner,dessiner,VERB,True,False
des,des,un,un,DET,True,True
décors,décors,décor,décor,NOUN,True,False
à,à,à,à,ADP,True,True
la,la,le,le,DET,True,True
plume,plume,plume,plume,NOUN,True,False
(,(,(,(,PUNCT,False,False
façon,façon,façon,façon,NOUN,True,True
manga,manga,manga,manga,ADJ,True,False
),),),),PUNCT,False,False
pour,pour,pour,pour,ADP,True,True
mon,mon,mon,mon,DET,True,True
prochain,prochain,prochain,prochain,ADJ,True,False
court,court,court,court,NOUN,True,False
métrage,métrage,métrage,métrage,NOUN,True,False
…,…,…,…,PROPN,False,False
https://t.co/lz1s5AreiZ,https://t.co/lz1s5areiz,https://t.co/lz1s5AreiZ,https://t.co/lz1s5areiz,NUM,False,False
@theairhelper,@theairhelper,@theairhelper,@theairhelper,VERB,False,False
Vous,vous,vous,vous,PRON,True,True
avez,avez,avoir,avoir,VERB,True,False
mon,mon,mon,mon,DET,True,True
autorisation,autorisation,autorisation,autorisation,NOUN,True,False
pour,pour,pour,pour,ADP,True,True
utiliser,utiliser,utiliser,utiliser,VERB,True,False
mon,mon,mon,mon,DET,True,True
image,image,image,image,NOUN,True,False
?,?,?,?,PUNCT,False,False
Je,je,je,je,PRON,True,True
crois,crois,croire,croire,VERB,True,False
pas,pas,pas,pas,ADV,True,True
non,non,non,non,ADV,True,True
.,.,.,.,PUNCT,False,False
@karyn_nishi,@karyn_nishi,@karyn_nishi,@karyn_nishi,PRON,False,False
On,on,on,on,PRON,True,True
s’,s’,s’,s’,AUX,False,True
en,en,en,en,ADP,True,True
lasse,lasse,lasse,lasse,NOUN,True,False
pas,pas,pas,pas,ADV,True,True
!,!,!,!,PUNCT,False,False
@AndyRbhj,@andyrbhj,@andyrbhj,@andyrbhj,DET,False,False
Merci,merci,merci,merci,NOUN,True,True
!,!,!,!,PUNCT,False,False
Toujours,toujours,toujours,toujours,ADV,True,True
plus,plus,plus,plus,ADV,True,True
beau,beau,beau,beau,VERB,True,True
😍,😍,😍,😍,X,False,False
Merci,merci,merci,merci,NOUN,True,True
@petitcarreau,@petitcarreau,@petitcarreau,@petitcarreau,PROPN,False,False
!,!,!,!,PUNCT,False,False
Je,je,je,je,PRON,True,True
veux,veux,veux,veux,PRON,True,False
en,en,en,en,PRON,True,True
faire,faire,faire,faire,VERB,True,False
un,un,un,un,DET,True,True
poster,poster,poster,poster,NOUN,True,False
!,!,!,!,PUNCT,False,False
"
","
","
","
",SPACE,False,False
https://t.co/FeN6v3vqvP,https://t.co/fen6v3vqvp,https://t.co/FeN6v3vqvP,https://t.co/fen6v3vqvp,PROPN,False,False
@paulac,@paulac,@paulac,@paulac,ADP,False,False
@heidi_news,@heidi_news,@heidi_new,@heidi_new,NOUN,False,False
👏,👏,👏,👏,ADJ,False,False
@realDonaldTrump,@realdonaldtrump,@realdonaldtrump,@realdonaldtrump,NOUN,False,False
Le,le,le,le,DET,True,True
début,début,début,début,NOUN,True,False
de,de,de,de,ADP,True,True
la,la,le,le,DET,True,True
3eme,3eme,3em,3em,ADJ,False,False
guerre,guerre,guerre,guerre,NOUN,True,False
mondiale,mondiale,mondial,mondial,ADJ,True,False
les,les,le,le,DET,True,True
gars,gars,gars,gars,NOUN,True,False
🍷,🍷,🍷,🍷,ADP,False,False
🇫,🇫,🇫,🇫,ADJ,False,False
🇷,🇷,🇷,🇷,PROPN,False,False
RT,rt,RT,rt,PROPN,True,False
@beatricepirate,@beatricepirate,@beatricepirate,@beatricepirate,PUNCT,False,False
:,:,:,:,PUNCT,False,False
Lol,lol,Lol,lol,PROPN,True,False
https://t.co/d6PhuPUGdY,https://t.co/d6phupugdy,https://t.co/d6phupugdy,https://t.co/d6phupugdy,CCONJ,False,False
https://t.co/U0GxUNtFHl,https://t.co/u0gxuntfhl,https://t.co/u0gxuntfhl,https://t.co/u0gxuntfhl,PUNCT,False,False
@Bestmarmotte,@bestmarmotte,@bestmarmotte,@bestmarmotte,ADP,False,False
@MTG_Arena,@mtg_arena,@mtg_arena,@mtg_arena,NOUN,False,False
Fais,fais,fai,fai,ADJ,True,True
-,-,-,-,PUNCT,False,False
nous,nous,nous,nous,PRON,True,True
du,du,de,de,DET,True,True
lourd,lourd,lourd,lourd,PROPN,True,False
✌,✌,✌,✌,ADV,False,False
️,️,️,️,ADJ,False,False
On,on,on,on,PRON,True,True
est,est,être,être,AUX,True,True
en,en,en,en,ADP,True,True
live,live,live,live,ADJ,True,False
jusqu’,jusqu’,jusqu’,jusqu’,PROPN,False,False
à,à,à,à,ADP,True,True
22h,22h,22h,22h,ADJ,False,False
!,!,!,!,PUNCT,False,False
"

","

","

","

",SPACE,False,False
&,&,et,et,CCONJ,False,False
gt,gt,gt,gt,PROPN,True,False
;,;,;,;,PUNCT,False,False
https://t.co/W6Fo5KcE7l,https://t.co/w6fo5kce7l,https://t.co/w6fo5kce7l,https://t.co/w6fo5kce7l,VERB,False,False
https://t.co/bdWifSiu9F,https://t.co/bdwifsiu9f,https://t.co/bdwifsiu9f,https://t.co/bdwifsiu9f,ADV,False,False
@MathieuBablet,@mathieubablet,@mathieubablet,@mathieubablet,NOUN,False,False
👏,👏,👏,👏,ADJ,False,False
il,il,il,il,PRON,True,True
me,me,me,me,PRON,True,True
le,le,le,le,PRON,True,True
faut,faut,faut,faut,NOUN,True,False
!,!,!,!,PUNCT,False,False
📚,📚,📚,📚,PROPN,False,False
@Takoyakitv3,@takoyakitv3,@Takoyakitv3,@takoyakitv3,PROPN,False,False
Merci,merci,merci,merci,NOUN,True,True
au,au,au,au,PROPN,True,True
nom,nom,nom,nom,NOUN,True,False
de,de,de,de,ADP,True,True
toute,toute,tout,tout,ADJ,True,True
l’,l’,l’,l’,PROPN,False,True
équipe,équipe,équipe,équipe,PROPN,True,False
!,!,!,!,PUNCT,False,False
!,!,!,!,PUNCT,False,False
@technofeliz,@technofeliz,@technofeliz,@technofeliz,ADP,False,False
Merci,merci,merci,merci,NOUN,True,True
✌,✌,✌,✌,ADV,False,False
️,️,️,️,ADJ,False,False
@LeStreamFR,@lestreamfr,@lestreamfr,@lestreamfr,SCONJ,False,False
Quelle,quelle,quell,quell,ADJ,True,True
idée,idée,idée,idée,NOUN,True,False
de,de,de,de,ADP,True,True
merde,merde,merde,merde,NOUN,True,False
...,...,...,...,PUNCT,False,False
https://t.co/iqwb7FGBoi,https://t.co/iqwb7fgboi,https://t.co/iqwb7fgboi,https://t.co/iqwb7fgboi,NOUN,False,False
@Dogilet,@dogilet,@Dogilet,@dogilet,PROPN,False,False
Il,il,il,il,PRON,True,True
est,est,être,être,AUX,True,True
très,très,très,très,ADV,True,True
sympa,sympa,sympa,sympa,ADJ,True,False
",",",",",",",",PUNCT,False,False
il,il,il,il,PRON,True,True
y,y,y,y,PRON,True,False
aura,aura,avoir,avoir,VERB,True,True
une,une,un,un,DET,True,True
petite,petite,petit,petit,ADJ,True,False
interview,interview,interview,interview,ADJ,True,False
de,de,de,de,ADP,True,True
lui,lui,lui,lui,PRON,True,True
dans,dans,dans,dans,ADP,True,True
le,le,le,le,DET,True,True
making,making,making,making,PROPN,True,False
of,of,of,of,ADP,True,False
de,de,de,de,ADP,True,True
mon,mon,mon,mon,DET,True,True
court,court,court,court,NOUN,True,False
métrage,métrage,métrage,métrage,NOUN,True,False
.,.,.,.,PUNCT,False,False
@Cypooki,@cypooki,@cypooki,@cypooki,ADJ,False,False
@H_Sjutsu,@h_sjutsu,@h_sjutsu,@h_sjutsu,NOUN,False,False
@laupocute,@laupocute,@laupocut,@laupocut,ADJ,False,False
"""","""","""","""",PUNCT,False,False
réduction,réduction,réduction,réduction,NOUN,True,False
"""","""","""","""",PUNCT,False,False
et,et,et,et,CCONJ,True,True
"""","""","""","""",PUNCT,False,False
micromania,micromania,micromania,micromania,NOUN,True,False
"""","""","""","""",PUNCT,False,False
dans,dans,dans,dans,ADP,True,True
la,la,le,le,DET,True,True
même,même,même,même,ADJ,True,True
phrase,phrase,phrase,phrase,NOUN,True,False
😂,😂,😂,😂,ADP,False,False
@bigfloetoli,@bigfloetoli,@bigfloetoli,@bigfloetoli,PROPN,False,False
@Seb_Frit,@seb_frit,@Seb_Frit,@seb_frit,NUM,False,False
😂,😂,😂,😂,ADP,False,False
@chp_elisa,@chp_elisa,@chp_elisa,@chp_elisa,PROPN,False,False
C’,c’,c’,c’,NOUN,False,True
est,est,être,être,AUX,True,True
pour,pour,pour,pour,ADP,True,True
toi,toi,toi,toi,DET,True,True
@TimotheeHochet,@timotheehochet,@timotheehochet,@timotheehochet,NOUN,False,False
❤,❤,❤,❤,ADJ,False,False
️,️,️,️,ADJ,False,False
Génial,génial,Génial,génial,PROPN,True,False
!,!,!,!,PUNCT,False,False
Des,des,un,un,DET,True,True
japonaises,japonaises,japonais,japonais,NOUN,True,False
ont,ont,avoir,avoir,AUX,True,True
imaginé,imaginé,imaginer,imaginer,VERB,True,False
une,une,un,un,DET,True,True
histoire,histoire,histoire,histoire,NOUN,True,False
parallèle,parallèle,parallèle,parallèle,NOUN,True,False
à,à,à,à,ADP,True,True
mon,mon,mon,mon,DET,True,True
court,court,court,court,NOUN,True,False
métrage,métrage,métrage,métrage,NOUN,True,False
Minori,minori,Minori,minori,PROPN,True,False
",",",",",",",",PUNCT,False,False
elles,elles,lui,lui,PRON,True,True
ont,ont,avoir,avoir,AUX,True,True
tourné,tourné,tourner,tourner,VERB,True,False
dans,dans,dans,dans,ADP,True,True
les,les,le,le,DET,True,True
mê,mê,mê,mê,NOUN,True,False
…,…,…,…,NUM,False,False
https://t.co/ZwK6TUe1gy,https://t.co/zwk6tue1gy,https://t.co/ZwK6TUe1gy,https://t.co/zwk6tue1gy,PROPN,False,False
RT,rt,RT,rt,PROPN,True,False
@F_Descraques,@f_descraques,@f_descraque,@f_descraque,NOUN,False,False
:,:,:,:,PUNCT,False,False
Où,où,où,où,PRON,True,True
on,on,on,on,PRON,True,True
parle,parle,parle,parle,NOUN,True,True
de,de,de,de,ADP,True,True
notre,notre,notre,notre,DET,True,True
passion,passion,passion,passion,NOUN,True,False
commune,commune,commun,commun,ADJ,True,False
pour,pour,pour,pour,ADP,True,True
le,le,le,le,DET,True,True
Japon,japon,Japon,japon,PROPN,True,False
et,et,et,et,CCONJ,True,True
les,les,le,le,DET,True,True
situations,situations,situation,situation,NOUN,True,False
gênantes,gênantes,gênant,gênant,ADJ,True,False
.,.,.,.,PUNCT,False,False
Avec,avec,avec,avec,ADP,True,True
@MonsieurDream,@monsieurdream,@MonsieurDream,@monsieurdream,PROPN,False,False
et,et,et,et,CCONJ,True,True
@YacineBelhousse,@yacinebelhousse,@YacineBelhousse,@yacinebelhousse,PROPN,False,False
…,…,…,…,PROPN,False,False
@dazjdm,@dazjdm,@dazjdm,@dazjdm,ADJ,False,False
Je,je,je,je,PRON,True,True
peux,peux,pouvoir,pouvoir,AUX,True,True
participer,participer,participer,participer,VERB,True,False
?,?,?,?,PUNCT,False,False
https://t.co/50nAyGF1b7,https://t.co/50naygf1b7,https://t.co/50naygf1b7,https://t.co/50naygf1b7,ADJ,False,False
@Seb_Frit,@seb_frit,@Seb_Frit,@seb_frit,PROPN,False,False
J’,j’,j’,j’,NOUN,False,True
ai,ai,avoir,avoir,VERB,True,True
rigolé,rigolé,rigolé,rigolé,ADJ,True,False
sur,sur,sur,sur,ADP,True,True
la,la,le,le,DET,True,True
photo,photo,photo,photo,NOUN,True,False
mais,mais,mais,mais,CCONJ,True,True
ça,ça,cela,cela,NOUN,True,True
c’,c’,c’,c’,PROPN,False,True
est,est,être,être,AUX,True,True
encore,encore,encore,encore,ADV,True,True
plus,plus,plus,plus,ADV,True,True
drôle,drôle,drôle,drôle,VERB,True,False
😂,😂,😂,😂,VERB,False,False
Nouvelle,nouvelle,nouveau,nouveau,ADJ,True,False
émission,émission,émission,émission,NOUN,True,False
301,301,301,301,NUM,False,False
vues,vues,vue,vue,NOUN,True,False
avec,avec,avec,avec,ADP,True,True
@leroidesrats,@leroidesrats,@leroidesrat,@leroidesrat,NOUN,False,False
et,et,et,et,CCONJ,True,True
@Sylvqin,@sylvqin,@Sylvqin,@sylvqin,PROPN,False,False
!,!,!,!,PUNCT,False,False
"
","
","
","
",SPACE,False,False
https://t.co/zqHdae6jO2,https://t.co/zqhdae6jo2,https://t.co/zqhdae6jo2,https://t.co/zqhdae6jo2,ADV,False,False
"
","
","
","
",SPACE,False,False
Du,du,de,de,DET,True,True
#,#,#,#,X,False,False
RT,rt,RT,rt,PROPN,True,False
pour,pour,pour,pour,ADP,True,True
eux,eux,lui,lui,PRON,True,True
💪,💪,💪,💪,NOUN,False,False
@LaureBuliiV,@laurebuliiv,@laurebuliiv,@laurebuliiv,PRON,False,False
🤦,🤦,🤦,🤦,VERB,False,False
‍,‍,‍,‍,VERB,False,False
♂,♂,♂,♂,NOUN,False,False
️,️,️,️,ADJ,False,False
Les,les,le,le,DET,True,True
magnifiques,magnifiques,magnifique,magnifique,NOUN,True,False
dessins,dessins,dessin,dessin,ADJ,True,False
de,de,de,de,ADP,True,True
Minori,minori,Minori,minori,PROPN,True,False
sont,sont,être,être,AUX,True,True
réalisés,réalisés,réaliser,réaliser,VERB,True,False
par,par,par,par,ADP,True,True
@flyingspaceboy,@flyingspaceboy,@flyingspaceboy,@flyingspaceboy,PRON,False,False
_,_,_,_,NOUN,False,False
qui,qui,qui,qui,PRON,True,True
a,a,avoir,avoir,AUX,True,True
sublimé,sublimé,sublimer,sublimer,VERB,True,False
les,les,le,le,DET,True,True
décors,décors,décor,décor,NOUN,True,False
✍,✍,✍,✍,ADJ,False,False
️,️,️,️,ADJ,False,False
😍,😍,😍,😍,SCONJ,False,False
Son,son,son,son,DET,True,True
Instagram,instagram,instagram,instagram,NOUN,True,False
:,:,:,:,PUNCT,False,False
…,…,…,…,PROPN,False,False
https://t.co/qItVO1m1Iv,https://t.co/qitvo1m1iv,https://t.co/qItVO1m1Iv,https://t.co/qitvo1m1iv,NUM,False,False
Venez,venez,venez,venez,NOUN,True,False
sur,sur,sur,sur,ADP,True,True
le,le,le,le,DET,True,True
live,live,live,live,NOUN,True,False
",",",",",",",",PUNCT,False,False
on,on,on,on,PRON,True,True
est,est,être,être,AUX,True,True
avec,avec,avec,avec,ADP,True,True
@LMLEvideo,@lmlevideo,@lmlevideo,@lmlevideo,DET,False,False
❤,❤,❤,❤,CCONJ,False,False
️,️,️,️,ADJ,False,False
"

","

","

","

",SPACE,False,False
&,&,et,et,CCONJ,False,False
gt,gt,gt,gt,PROPN,True,False
;,;,;,;,PUNCT,False,False
https://t.co/cHRV937o1O,https://t.co/chrv937o1o,https://t.co/cHRV937o1O,https://t.co/chrv937o1o,PROPN,False,False
https://t.co/TIIhqyCwcw,https://t.co/tiihqycwcw,https://t.co/TIIhqyCwcw,https://t.co/tiihqycwcw,PROPN,False,False
RT,rt,RT,rt,PROPN,True,False
@F_Descraques,@f_descraques,@f_descraque,@f_descraque,ADJ,False,False
:,:,:,:,PUNCT,False,False
J',j',je,je,PRON,False,True
ai,ai,avoir,avoir,VERB,True,True
(,(,(,(,PUNCT,False,False
enfin,enfin,enfin,enfin,ADV,True,True
),),),),PUNCT,False,False
ma,ma,mon,mon,DET,True,True
chaîne,chaîne,chaîne,chaîne,NOUN,True,False
Youtube,youtube,Youtube,youtube,PROPN,True,False
perso,perso,perso,perso,ADJ,True,False
!,!,!,!,PUNCT,False,False
Du,du,de,de,DET,True,True
coup,coup,coup,coup,NOUN,True,False
",",",",",",",",PUNCT,False,False
pensez,pensez,penser,penser,VERB,True,False
à,à,à,à,ADP,True,True
vous,vous,vous,vous,PRON,True,True
abonner,abonner,abonner,abonner,VERB,True,False
pour,pour,pour,pour,ADP,True,True
ne,ne,ne,ne,ADV,True,True
rien,rien,rien,rien,PRON,True,True
louper,louper,louper,louper,VERB,True,False
(,(,(,(,PUNCT,False,False
notamment,notamment,notamment,notamment,ADV,True,True
mon,mon,mon,mon,DET,True,True
nouveau,nouveau,nouveau,nouveau,ADJ,True,True
feuillet,feuillet,feuillet,feuillet,NOUN,True,False
…,…,…,…,PROPN,False,False
@ANOZER,@anozer,@ANOZER,@anozer,PROPN,False,False
😍,😍,😍,😍,ADJ,False,False
@axemanjo,@axemanjo,@axemanjo,@axemanjo,ADP,False,False
@JeuxvideoL,@jeuxvideol,@JeuxvideoL,@jeuxvideol,NUM,False,False
@xSqueeZie,@xsqueezie,@xsqueezie,@xsqueezie,NOUN,False,False
En,en,en,en,ADP,True,True
France,france,France,france,PROPN,True,False
aussi,aussi,aussi,aussi,ADV,True,True
",",",",",",",",PUNCT,False,False
mais,mais,mais,mais,CCONJ,True,True
il,il,il,il,PRON,True,True
y,y,y,y,PRON,True,False
a,a,avoir,avoir,VERB,True,True
aussi,aussi,aussi,aussi,ADV,True,True
des,des,un,un,DET,True,True
chaînes,chaînes,chaîne,chaîne,NOUN,True,False
pour,pour,pour,pour,ADP,True,True
les,les,le,le,DET,True,True
vieux,vieux,vieux,vieux,ADJ,True,False
.,.,.,.,PUNCT,False,False
@VDFR,@vdfr,@vdfr,@vdfr,ADJ,False,False
_,_,_,_,NOUN,False,False
@Simon_Puech,@simon_puech,@simon_puech,@simon_puech,VERB,False,False
@xSqueeZie,@xsqueezie,@xsqueezie,@xsqueezie,ADP,False,False
@WebediaFR,@webediafr,@webediafr,@webediafr,PRON,False,False
Webedia,webedia,Webedia,webedia,PROPN,True,False
n’,n’,n’,n’,PROPN,False,True
a,a,avoir,avoir,VERB,True,True
rien,rien,rien,rien,PRON,True,True
à,à,à,à,ADP,True,True
voir,voir,voir,voir,VERB,True,False
